1.290000000000000000e+02,1.640000000000000000e+02,1.178391959798995003e+02,1.396633165829145717e+01,1.465000000000000000e+02
1.790000000000000000e+02,1.990000000000000000e+02,1.910000000000000000e+02,1.805025125628140970e+01,1.890000000000000000e+02
1.610000000000000000e+02,1.990000000000000000e+02,1.690000000000000000e+02,1.538643216080401821e+01,1.800000000000000000e+02
1.830000000000000000e+02,1.990000000000000000e+02,1.410000000000000000e+02,1.632060301507537758e+01,1.910000000000000000e+02
7.500000000000000000e+01,1.020000000000000000e+02,1.036180904522613133e+02,7.131155778894472164e+00,8.850000000000000000e+01
1.280000000000000000e+02,1.990000000000000000e+02,1.174723618090452248e+02,1.312361809045226124e+01,1.635000000000000000e+02
1.370000000000000000e+02,1.990000000000000000e+02,8.437185929648241256e+01,1.436733668341708459e+01,1.680000000000000000e+02
1.460000000000000000e+02,1.990000000000000000e+02,1.122010050251256246e+02,1.557135678391959566e+01,1.725000000000000000e+02
1.560000000000000000e+02,1.990000000000000000e+02,1.167336683417085510e+02,1.424221105527638187e+01,1.775000000000000000e+02
1.440000000000000000e+02,1.990000000000000000e+02,1.454120603015075517e+02,1.462211055276381799e+01,1.715000000000000000e+02
1.450000000000000000e+02,1.990000000000000000e+02,1.162914572864321627e+02,1.643567839195980085e+01,1.720000000000000000e+02
1.760000000000000000e+02,1.990000000000000000e+02,1.196180904522613133e+02,1.598090452261306460e+01,1.875000000000000000e+02
1.210000000000000000e+02,1.990000000000000000e+02,1.018090452261306496e+02,1.288391959798994968e+01,1.600000000000000000e+02
1.290000000000000000e+02,1.990000000000000000e+02,9.295477386934673802e+01,1.485175879396984655e+01,1.640000000000000000e+02
1.510000000000000000e+02,1.990000000000000000e+02,1.210000000000000000e+02,1.496180904522612920e+01,1.750000000000000000e+02
1.090000000000000000e+02,1.520000000000000000e+02,1.384020100502512491e+02,1.114020100502512456e+01,1.305000000000000000e+02
1.350000000000000000e+02,1.990000000000000000e+02,1.329497487437186010e+02,1.344321608040200999e+01,1.670000000000000000e+02
1.720000000000000000e+02,1.900000000000000000e+02,1.425326633165828980e+02,1.729045226130653390e+01,1.810000000000000000e+02
1.670000000000000000e+02,1.920000000000000000e+02,1.742060301507537758e+02,1.530150753768844041e+01,1.795000000000000000e+02
1.200000000000000000e+02,1.990000000000000000e+02,8.349748743718592436e+01,1.440201005025125447e+01,1.595000000000000000e+02
1.440000000000000000e+02,1.990000000000000000e+02,1.200000000000000000e+02,1.462211055276381799e+01,1.715000000000000000e+02
1.610000000000000000e+02,1.990000000000000000e+02,1.360000000000000000e+02,1.719547738693467309e+01,1.800000000000000000e+02
1.820000000000000000e+02,1.990000000000000000e+02,1.263718592964824126e+02,1.719045226130653248e+01,1.905000000000000000e+02
1.320000000000000000e+02,1.990000000000000000e+02,1.021507537688442255e+02,1.660000000000000142e+01,1.655000000000000000e+02
7.300000000000000000e+01,1.280000000000000000e+02,1.062160804020100500e+02,8.592462311557788723e+00,1.005000000000000000e+02
1.570000000000000000e+02,1.990000000000000000e+02,9.688944723618089938e+01,1.611105527638190793e+01,1.780000000000000000e+02
1.690000000000000000e+02,1.990000000000000000e+02,1.300000000000000000e+02,1.757537688442211277e+01,1.840000000000000000e+02
1.030000000000000000e+02,1.870000000000000000e+02,1.834371859296482512e+02,1.168542713567839186e+01,1.450000000000000000e+02
1.680000000000000000e+02,1.980000000000000000e+02,1.264623115577889507e+02,1.564120603015075339e+01,1.830000000000000000e+02
1.770000000000000000e+02,1.990000000000000000e+02,1.850000000000000000e+02,1.889999999999999858e+01,1.880000000000000000e+02
1.720000000000000000e+02,1.990000000000000000e+02,1.414472361809045253e+02,1.767035175879397002e+01,1.855000000000000000e+02
9.100000000000000000e+01,1.250000000000000000e+02,1.257386934673366738e+02,8.729145728643215918e+00,1.080000000000000000e+02
1.330000000000000000e+02,1.810000000000000000e+02,1.734874371859296502e+02,1.343316582914572699e+01,1.570000000000000000e+02
1.150000000000000000e+02,1.310000000000000000e+02,1.162914572864321627e+02,1.116381909547738616e+01,1.230000000000000000e+02
1.550000000000000000e+02,1.990000000000000000e+02,1.530000000000000000e+02,1.691055276381909778e+01,1.770000000000000000e+02
1.500000000000000000e+02,1.610000000000000000e+02,1.477386934673367023e+02,1.326331658291457138e+01,1.555000000000000000e+02
1.460000000000000000e+02,1.990000000000000000e+02,9.597989949748742333e+01,1.730000000000000071e+01,1.725000000000000000e+02
1.700000000000000000e+02,1.990000000000000000e+02,1.660000000000000000e+02,1.665075376884422198e+01,1.845000000000000000e+02
9.900000000000000000e+01,1.560000000000000000e+02,1.470201005025125482e+02,1.216180904522613027e+01,1.275000000000000000e+02
1.240000000000000000e+02,1.990000000000000000e+02,1.007286432160804139e+02,1.619999999999999929e+01,1.615000000000000000e+02
1.010000000000000000e+02,1.590000000000000000e+02,1.381206030150753747e+02,1.179346733668341507e+01,1.300000000000000000e+02
1.740000000000000000e+02,1.990000000000000000e+02,1.460000000000000000e+02,1.589597989949748680e+01,1.865000000000000000e+02
1.130000000000000000e+02,1.240000000000000000e+02,1.099849246231155746e+02,9.528140703517587795e+00,1.185000000000000000e+02
6.900000000000000000e+01,1.140000000000000000e+02,1.130402010050251249e+02,7.828140703517587617e+00,9.150000000000000000e+01
1.200000000000000000e+02,1.990000000000000000e+02,1.011909547738693362e+02,1.520100502512562812e+01,1.595000000000000000e+02
1.770000000000000000e+02,1.990000000000000000e+02,1.643115577889447252e+02,1.795527638190954889e+01,1.880000000000000000e+02
1.350000000000000000e+02,1.990000000000000000e+02,1.016783919597990007e+02,1.596080402010050214e+01,1.670000000000000000e+02
1.620000000000000000e+02,1.990000000000000000e+02,1.510000000000000000e+02,1.629095477386934476e+01,1.805000000000000000e+02
1.620000000000000000e+02,1.990000000000000000e+02,1.850000000000000000e+02,1.629095477386934476e+01,1.805000000000000000e+02
1.590000000000000000e+02,1.990000000000000000e+02,9.556783919597990007e+01,1.530150753768844041e+01,1.790000000000000000e+02
1.150000000000000000e+02,1.990000000000000000e+02,1.084623115577889507e+02,1.343316582914572699e+01,1.570000000000000000e+02
1.410000000000000000e+02,1.990000000000000000e+02,1.217587939698492505e+02,1.453718592964824019e+01,1.700000000000000000e+02
9.100000000000000000e+01,1.130000000000000000e+02,1.091859296482411992e+02,8.249748743718592792e+00,1.020000000000000000e+02
1.370000000000000000e+02,1.990000000000000000e+02,8.805025125628139904e+01,1.521155778894472199e+01,1.680000000000000000e+02
1.040000000000000000e+02,1.300000000000000000e+02,1.222562814070351749e+02,1.062412060301507388e+01,1.170000000000000000e+02
1.290000000000000000e+02,1.990000000000000000e+02,1.570000000000000000e+02,1.567587939698492328e+01,1.640000000000000000e+02
1.310000000000000000e+02,1.580000000000000000e+02,1.060301507537688508e+02,1.305276381909547645e+01,1.445000000000000000e+02
7.600000000000000000e+01,1.440000000000000000e+02,1.453266331658291506e+02,8.888944723618090293e+00,1.100000000000000000e+02
1.820000000000000000e+02,1.990000000000000000e+02,1.930000000000000000e+02,1.623567839195979801e+01,1.905000000000000000e+02
1.610000000000000000e+02,1.990000000000000000e+02,1.240000000000000000e+02,1.629095477386934476e+01,1.800000000000000000e+02
8.200000000000000000e+01,1.370000000000000000e+02,1.108442211055276374e+02,1.045226130653266239e+01,1.095000000000000000e+02
1.770000000000000000e+02,1.990000000000000000e+02,1.500000000000000000e+02,1.701055276381909565e+01,1.880000000000000000e+02
1.230000000000000000e+02,1.660000000000000000e+02,1.137085427135678373e+02,1.377638190954773734e+01,1.445000000000000000e+02
1.480000000000000000e+02,1.990000000000000000e+02,9.483417085427136328e+01,1.479195979899497360e+01,1.735000000000000000e+02
1.100000000000000000e+02,1.250000000000000000e+02,1.119798994974874375e+02,9.448241206030150607e+00,1.175000000000000000e+02
1.590000000000000000e+02,1.990000000000000000e+02,1.470000000000000000e+02,1.620100502512562812e+01,1.790000000000000000e+02
1.730000000000000000e+02,1.990000000000000000e+02,1.409547738693467522e+02,1.589597989949748680e+01,1.860000000000000000e+02
8.900000000000000000e+01,1.380000000000000000e+02,1.227386934673366881e+02,1.139999999999999858e+01,1.135000000000000000e+02
9.900000000000000000e+01,1.830000000000000000e+02,1.845829145728643255e+02,1.136582914572864311e+01,1.410000000000000000e+02
1.350000000000000000e+02,1.690000000000000000e+02,1.497537688442210992e+02,1.300854271356783798e+01,1.520000000000000000e+02
1.340000000000000000e+02,1.870000000000000000e+02,1.710100502512562741e+02,1.288391959798994968e+01,1.605000000000000000e+02
1.300000000000000000e+02,1.860000000000000000e+02,1.712914572864321485e+02,1.589999999999999858e+01,1.580000000000000000e+02
1.100000000000000000e+02,1.470000000000000000e+02,1.029145728643215989e+02,1.032713567839195967e+01,1.285000000000000000e+02
1.000000000000000000e+02,1.310000000000000000e+02,1.115376884422110493e+02,1.102211055276381835e+01,1.155000000000000000e+02
1.040000000000000000e+02,1.870000000000000000e+02,1.645427135678392006e+02,1.241407035175879336e+01,1.455000000000000000e+02
1.200000000000000000e+02,1.570000000000000000e+02,1.526331658291457245e+02,1.320653266331658138e+01,1.385000000000000000e+02
1.200000000000000000e+02,1.990000000000000000e+02,9.349246231155780151e+01,1.360301507537688259e+01,1.595000000000000000e+02
7.100000000000000000e+01,9.900000000000000000e+01,1.029145728643216131e+02,7.745728643216079234e+00,8.500000000000000000e+01
1.690000000000000000e+02,1.990000000000000000e+02,1.900000000000000000e+02,1.850000000000000000e+01,1.840000000000000000e+02
1.350000000000000000e+02,1.850000000000000000e+02,1.545929648241205996e+02,1.368793969849246217e+01,1.600000000000000000e+02
1.670000000000000000e+02,1.990000000000000000e+02,1.420000000000000000e+02,1.656080402010050179e+01,1.830000000000000000e+02
1.600000000000000000e+02,1.990000000000000000e+02,1.134673366834170878e+02,1.620100502512562812e+01,1.795000000000000000e+02
1.780000000000000000e+02,1.990000000000000000e+02,1.950000000000000000e+02,1.701055276381909565e+01,1.885000000000000000e+02
1.470000000000000000e+02,1.990000000000000000e+02,1.358190954773869237e+02,1.392261306532663312e+01,1.730000000000000000e+02
1.840000000000000000e+02,1.990000000000000000e+02,1.900000000000000000e+02,1.536080402010050250e+01,1.915000000000000000e+02
8.500000000000000000e+01,1.180000000000000000e+02,1.142462311557789008e+02,1.019999999999999929e+01,1.015000000000000000e+02
1.760000000000000000e+02,1.990000000000000000e+02,1.284120603015075517e+02,1.598090452261306460e+01,1.875000000000000000e+02
1.690000000000000000e+02,1.990000000000000000e+02,1.820000000000000000e+02,1.665075376884422198e+01,1.840000000000000000e+02
1.110000000000000000e+02,1.990000000000000000e+02,8.231155778894472519e+01,1.482110552763819022e+01,1.550000000000000000e+02
1.260000000000000000e+02,1.490000000000000000e+02,1.574874371859296502e+02,1.242311557788944576e+01,1.375000000000000000e+02
1.220000000000000000e+02,1.600000000000000000e+02,1.289396984924622984e+02,1.136582914572864311e+01,1.410000000000000000e+02
1.480000000000000000e+02,1.990000000000000000e+02,1.021909547738693362e+02,1.566130653266331407e+01,1.735000000000000000e+02
1.300000000000000000e+02,1.990000000000000000e+02,9.349246231155780151e+01,1.650000000000000000e+01,1.645000000000000000e+02
6.800000000000000000e+01,1.490000000000000000e+02,1.255276381909547752e+02,9.814572864321606360e+00,1.085000000000000000e+02
1.310000000000000000e+02,1.990000000000000000e+02,1.016884422110552748e+02,1.328341708542713562e+01,1.650000000000000000e+02
1.680000000000000000e+02,1.940000000000000000e+02,1.716783919597990007e+02,1.819999999999999929e+01,1.810000000000000000e+02
1.440000000000000000e+02,1.990000000000000000e+02,1.304321608040200999e+02,1.548140703517587724e+01,1.715000000000000000e+02
1.330000000000000000e+02,1.990000000000000000e+02,9.911557788944723768e+01,1.503165829145728516e+01,1.660000000000000000e+02
1.720000000000000000e+02,1.990000000000000000e+02,1.460000000000000000e+02,1.581105527638190900e+01,1.855000000000000000e+02
1.740000000000000000e+02,1.990000000000000000e+02,1.830000000000000000e+02,1.683065326633165881e+01,1.865000000000000000e+02
9.400000000000000000e+01,1.230000000000000000e+02,1.080100502512562883e+02,8.729145728643215918e+00,1.085000000000000000e+02
